"module";"cvid";"viewname";"is_default";"is_editable";"is_for_widgets";"sequence";"created_by";"sort";"filter";"columns_list";"cvid";"viewname";"setdefault";"setmetrics";"entitytype";"status";"userid";"privileges";"featured";"sequence";"presence";"description";"sort";"color"
"PortfolioPurchases";"259";"All by modified date";"0";"1";"0";"7";"admindb";"{"modifiedtime":"DESC"}";"";"modifiedtime, provider, portfolio, portfolio_purchase_name, program, investor, portfolio_purchase_status, purchase_date, purchase_value, total_number_of_claims, total_claim_value, adjusted_claim_value, assigned_user_id";"259";"All by modified date";"0";"0";"PortfolioPurchases";"1";"5";"1";"null";"7";"1";"";"{"modifiedtime":"DESC"}";""
"PortfolioPurchases";"262";"ILLEGAL DATA: inconsistent Provider";"0";"1";"0";"8";"adminak";"null";""AND .provider rne 'provider:Portfolios:portfolio'"";"portfolio_purchase_name, provider, portfolio";"262";"ILLEGAL DATA: inconsistent Provider";"0";"0";"PortfolioPurchases";"3";"7";"1";"null";"8";"1";"";"null";""
"PortfolioPurchases";"273";"All2";"0";"1";"0";"9";"admindb";"null";"";"program, investor, portfolio_purchase_status, purchase_date, purchase_value, total_number_of_claims, total_claim_value, adjusted_claim_value, assigned_user_id";"273";"All2";"0";"0";"PortfolioPurchases";"2";"5";"1";"null";"9";"1";"";"null";""
"PortfolioPurchases";"274";"All3";"0";"1";"0";"10";"admindb";"null";"";"provider, portfolio, portfolio_purchase_name, program, investor, portfolio_purchase_status, purchase_date, purchase_value, total_number_of_claims, total_claim_value, adjusted_claim_value, assigned_user_id";"274";"All3";"0";"0";"PortfolioPurchases";"1";"5";"1";"null";"10";"1";"";"null";""
"PortfolioPurchases";"290";"test";"0";"1";"0";"11";"adminak";"null";"";"portfolio_purchase_name, portfolio_purchase_status, addendum_date";"290";"test";"0";"0";"PortfolioPurchases";"3";"7";"1";"null";"11";"1";"";"null";""
"PortfolioPurchases";"291";"Test 2 Shantanou";"0";"1";"0";"12";"shantanu";"null";"";"portfolio_purchase_name, portfolio_purchase_status, addendum_date";"291";"Test 2 Shantanou";"0";"0";"PortfolioPurchases";"3";"11";"1";"null";"12";"1";"";"null";""
"PortfolioPurchases";"307";"To be funded - last 7 days";"0";"1";"0";"13";"admindb";"{"portfolio_purchase_name":"ASC"}";""AND .portfolio_purchase_status e 'Purchased'", "AND .purchase_date last7days ''"";"portfolio_purchase_name, purchase_date, purchase_value, total_number_of_claims, total_claim_value, adjusted_claim_value";"307";"To be funded - last 7 days";"0";"0";"PortfolioPurchases";"3";"5";"1";"null";"13";"1";"";"{"portfolio_purchase_name":"ASC"}";""
"PortfolioPurchases";"527";"Funded";"0";"1";"0";"14";"adminak";"{"portfolio_purchase_name":"ASC"}";""AND .portfolio_purchase_status e 'Funded'"";"provider, portfolio_purchase_name, portfolio_purchase_status, purchase_date";"527";"Funded";"0";"0";"PortfolioPurchases";"1";"7";"1";"null";"14";"1";"";"{"portfolio_purchase_name":"ASC"}";""
"Portfolios";"129";"Portfolio Details";"1";"1";"0";"0";"adminmk";"{"portfolio_id":"ASC"}";"";"provider, portfolio_id, portfolio_status, program, total_number_of_claims, total_claim_value, assigned_user_id";"129";"Portfolio Details";"1";"0";"Portfolios";"3";"1";"1";"0";"0";"0";"";"{"portfolio_id":"ASC"}";""
"Portfolios";"140";"Onboarding";"0";"1";"1";"1";"admindb";"{"portfolio_id":"ASC"}";""AND .portfolio_status e 'Waiting for approval##Waiting for acceptance by Provider'"";"provider, portfolio_id, portfolio_status, program, total_number_of_claims, total_claim_value, assigned_user_id";"140";"Onboarding";"0";"1";"Portfolios";"3";"5";"1";"null";"1";"1";"";"{"portfolio_id":"ASC"}";""
"Portfolios";"538";"All-5";"0";"1";"0";"2";"ian.molina";"{"portfolio_id":"ASC"}";"";"provider, createdtime, portfolio_id, portfolio_status, program, total_number_of_claims, total_claim_value, assigned_user_id";"538";"All-5";"0";"0";"Portfolios";"1";"19";"1";"null";"2";"1";"";"{"portfolio_id":"ASC"}";""
"Portfolios";"572";"xxx";"0";"1";"0";"3";"adminak";"null";"";"portfolio_status, portfolio_id, provider, total_reserves, total_reserves_released";"572";"xxx";"0";"0";"Portfolios";"1";"7";"1";"null";"3";"1";"";"null";""
"Portfolios";"652";"Test A-1";"0";"1";"0";"4";"Antuane";"null";""AND .portfolio_id e '247R-1'"";"portfolio_id, provider, portfolio_status, total_number_of_claims, total_number_of_aob_claims, total_adjusted_face_value";"652";"Test A-1";"0";"0";"Portfolios";"1";"104";"1";"null";"4";"1";"";"null";"#D1C4E9"
"Portfolios";"656";"Test-5";"0";"1";"0";"5";"Antuane";"null";"";"provider, portfolio_id, portfolio_status, program, total_number_of_claims, total_claim_value, assigned_user_id";"656";"Test-5";"0";"0";"Portfolios";"1";"104";"1";"null";"5";"1";"";"null";""
"PriceBooks";"23";"All";"1";"0";"0";"null";"adminmk";"";"";"bookname, active, currency_id";"23";"All";"1";"0";"PriceBooks";"0";"1";"0";"0";"null";"0";"null";"";""
"ProductCategory";"122";"All";"1";"1";"0";"0";"adminmk";"null";"";"category, active, parent_id, number, createdtime, assigned_user_id";"122";"All";"1";"0";"ProductCategory";"0";"1";"1";"0";"0";"0";"";"null";""
"Products";"24";"All";"1";"0";"0";"null";"adminmk";"";"";"productname, pscategory, unit_price, qtyinstock, discontinued, sales_start_date";"24";"All";"1";"0";"Products";"0";"1";"0";"0";"null";"0";"null";"";""
"ProgramAlgorithms";"558";"All";"1";"1";"0";"0";"adminmk";"null";"";"program_algorithm_name, algorithm_description";"558";"All";"1";"0";"ProgramAlgorithms";"3";"1";"1";"0";"0";"0";"";"null";""
"Programs";"137";"All";"1";"1";"0";"0";"adminmk";"{"program_name":"ASC"}";"";"program_name, program_type, purchase_price_perc, purchase_price_cap, factor_fee_perc, program_algorithm, algorithm_parameters, verification_warnings";"137";"All";"1";"0";"Programs";"3";"1";"1";"0";"0";"0";"";"{"program_name":"ASC"}";""
"Programs";"578";"xxx";"0";"1";"0";"1";"adminak";"null";"";"program_name, algorithm_parameters, modifiedtime";"578";"xxx";"0";"0";"Programs";"1";"7";"1";"null";"1";"1";"";"null";""
"Project";"45";"All";"1";"0";"0";"null";"adminmk";"";"";"projectname, linktoaccountscontacts, startdate, targetenddate, actualenddate, targetbudget, progress, projectstatus, assigned_user_id";"45";"All";"1";"0";"Project";"0";"1";"0";"0";"null";"0";"null";"";""
"ProjectMilestone";"43";"All";"1";"0";"0";"null";"adminmk";"";"";"projectmilestonename, projectmilestonedate, description, projectid, projectmilestone_priority, projectmilestonetype";"43";"All";"1";"0";"ProjectMilestone";"0";"1";"0";"0";"null";"0";"null";"";""
"ProjectTask";"44";"All";"1";"0";"0";"null";"adminmk";"";"";"projecttaskname, projectid, projecttaskpriority, projecttaskprogress, startdate, enddate, assigned_user_id";"44";"All";"1";"0";"ProjectTask";"0";"1";"0";"0";"null";"0";"null";"";""
"ProviderContacts";"126";"All";"1";"1";"0";"0";"adminmk";"null";"";"provider, provider_contact_name, provider_contact_type, email, phone, is_active";"126";"All";"1";"0";"ProviderContacts";"0";"1";"1";"0";"0";"0";"";"null";""
"ProviderContacts";"145";"Active";"0";"1";"0";"1";"admindb";"null";""AND .is_active e '1'"";"provider_contact_name, provider_contact_type, email, phone";"145";"Active";"0";"0";"ProviderContacts";"3";"5";"1";"null";"1";"1";"";"null";""
"ProviderContacts";"205";"Corporate Representatives";"0";"1";"0";"2";"admindb";"null";""AND .provider_contact_type e 'Corporate Representative'"";"provider, provider_contact_name, provider_contact_type, email, phone, is_active";"205";"Corporate Representatives";"0";"0";"ProviderContacts";"3";"5";"1";"null";"2";"1";"";"null";""
"ProviderContacts";"251";"Insurance Expert";"0";"1";"0";"3";"adminrk";"null";""AND .provider_contact_type e 'Insurance Expert'"";"provider, provider_contact_name, provider_contact_type, email, phone, is_active";"251";"Insurance Expert";"0";"0";"ProviderContacts";"3";"17";"1";"null";"3";"1";"";"null";""
"ProviderContacts";"252";"Public Adjuster";"0";"1";"0";"4";"adminrk";"null";""AND .provider_contact_type e 'Public Adjuster'"";"provider, provider_contact_name, provider_contact_type, email, phone, is_active";"252";"Public Adjuster";"0";"0";"ProviderContacts";"3";"17";"1";"null";"4";"1";"";"null";""
"ProviderContacts";"253";"Inspector";"0";"1";"0";"5";"adminrk";"null";""AND .provider_contact_type e 'Inspector'"";"provider, provider_contact_name, provider_contact_type, email, phone, is_active";"253";"Inspector";"0";"0";"ProviderContacts";"3";"17";"1";"null";"5";"1";"";"null";""
"ProviderContacts";"254";"Pricing Expert";"0";"1";"0";"7";"adminrk";"null";""AND .provider_contact_type e 'Pricing Expert'"";"provider, provider_contact_name, provider_contact_type, email, phone, is_active";"254";"Pricing Expert";"0";"0";"ProviderContacts";"3";"17";"1";"null";"7";"1";"";"null";""
"ProviderContacts";"255";"Engineer";"0";"1";"0";"6";"adminrk";"null";""AND .provider_contact_type e 'Engineer'"";"provider, provider_contact_name, provider_contact_type, email, phone, is_active";"255";"Engineer";"0";"0";"ProviderContacts";"3";"17";"1";"null";"6";"1";"";"null";""
"ProviderContacts";"256";"Indoor Environmental Professional";"0";"1";"0";"8";"adminrk";"null";""AND .provider_contact_type e 'Indoor Environmental Professional'"";"provider, provider_contact_name, provider_contact_type, email, phone, is_active";"256";"Indoor Environmental Professional";"0";"0";"ProviderContacts";"3";"17";"1";"null";"8";"1";"";"null";""
"ProviderEligibility";"133";"Relation: Provider";"1";"1";"0";"0";"adminmk";"null";"";"criteria_name, criteria, is_criteria_met, comments, files";"133";"Relation: Provider";"1";"0";"ProviderEligibility";"1";"1";"1";"0";"0";"0";"";"null";""
"ProviderEligibility";"134";"All by Provider";"0";"1";"0";"1";"admindb";"null";"";"provider, criteria_name, criteria, is_criteria_met, comments, files";"134";"All by Provider";"0";"0";"ProviderEligibility";"3";"5";"1";"null";"1";"1";"";"null";""
"ProviderEligibilityConf";"132";"All";"1";"1";"0";"0";"adminmk";"null";"";"criteria_name, criteria_full, criteria_question";"132";"All";"1";"0";"ProviderEligibilityConf";"0";"1";"1";"0";"0";"0";"";"null";""
"ProviderLicenses";"144";"All";"1";"1";"0";"0";"adminmk";"null";"";"license_name, license_date, license_type, licensed_service, license_image";"144";"All";"1";"0";"ProviderLicenses";"0";"1";"1";"0";"0";"0";"";"null";""
"ProviderReferences";"127";"All";"1";"1";"0";"0";"adminmk";"null";"";"provider, provider_reference_name, company_name, contact_name, phone, createdtime, modifiedtime";"127";"All";"1";"0";"ProviderReferences";"3";"1";"1";"0";"0";"0";"";"null";""
"ProviderReferences";"128";"All in Provider";"0";"1";"0";"1";"admindb";"null";"";"provider_reference_name, company_name, contact_name, phone, createdtime, modifiedtime";"128";"All in Provider";"0";"0";"ProviderReferences";"1";"5";"1";"null";"1";"1";"";"null";""
"Providers";"125";"All";"1";"1";"0";"0";"adminmk";"{"provider_name":"ASC"}";"";"provider_name, provider_abbreviation, email, provider_status, modifiedtime, assigned_user_id, is_active";"125";"All";"1";"0";"Providers";"3";"1";"1";"0";"0";"0";"";"{"provider_name":"ASC"}";""
"Providers";"148";"Active";"0";"1";"0";"1";"admindb";"{"provider_name":"ASC"}";""AND .is_active e '1'"";"provider_name, email, provider_status, modifiedtime, assigned_user_id";"148";"Active";"0";"0";"Providers";"3";"5";"1";"null";"1";"1";"";"{"provider_name":"ASC"}";""
"Providers";"593";"zzz";"0";"1";"0";"2";"adminak";"null";"";"modifiedtime, email, provider_name, portal_activation_link, portal_reset_password_link";"593";"zzz";"0";"0";"Providers";"1";"7";"1";"null";"2";"1";"";"null";""
"Providers";"653";"Test A-2";"0";"1";"0";"3";"Antuane";"null";""AND .type_of_provider e 'Mitigation'"";"provider_name, type_of_provider, tax_id, description, validated_by_provider_date, public_adjuster:provider.account_no";"653";"Test A-2";"0";"0";"Providers";"1";"104";"1";"null";"3";"1";"";"null";""
"ProvidersLitigationAssist";"582";"All";"1";"1";"0";"0";"adminmk";"null";"";"assigned_user_id, provider, modifiedtime";"582";"All";"1";"0";"ProvidersLitigationAssist";"3";"1";"1";"0";"0";"0";"";"null";""
"Queue";"124";"All";"1";"1";"0";"0";"adminmk";"";"";"subject, queue_status, related_to, changes, createdtime, assigned_user_id";"124";"All";"1";"0";"Queue";"0";"1";"1";"0";"0";"0";"";"";""
"Reservations";"78";"All";"1";"1";"0";"null";"adminmk";"";"";"reservations_no, title, date_start, time_start, due_date, time_end, assigned_user_id";"78";"All";"1";"0";"Reservations";"0";"1";"1";"0";"null";"0";"null";"";""
"SCalculations";"82";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, salesprocessid, scalculations_status, category, assigned_user_id, createdtime";"82";"All";"1";"0";"SCalculations";"0";"1";"1";"0";"null";"0";"null";"";""
"ServiceContracts";"39";"All";"1";"0";"0";"null";"adminmk";"";"";"subject, sc_related_to, assigned_user_id, start_date, due_date, progress, contract_status";"39";"All";"1";"0";"ServiceContracts";"0";"1";"0";"0";"null";"0";"null";"";""
"Services";"40";"All";"1";"0";"0";"null";"adminmk";"";"";"servicename, unit_price, sales_start_date, sales_end_date, pscategory, discontinued";"40";"All";"1";"0";"Services";"0";"1";"0";"0";"null";"0";"null";"";""
"SimilarCases";"199";"All";"1";"1";"0";"0";"adminmk";"null";"";"similar_cases, no_similar_cases, no_same_claim_number, no_same_policy_number, no_same_insured_name, no_same_insured_address, createdtime";"199";"All";"1";"0";"SimilarCases";"0";"1";"1";"0";"0";"0";"";"null";""
"SimilarClaims";"186";"All";"1";"1";"0";"0";"adminmk";"null";"";"similar_claims, no_similar_claims, no_same_claim_number, no_same_policy_number, no_same_insured_name, no_same_insured_address, createdtime";"186";"All";"1";"0";"SimilarClaims";"0";"1";"1";"0";"0";"0";"";"null";""
"SimilarClaims";"654";"Test A-3";"0";"1";"0";"1";"Antuane";"null";"";"similar_claims, no_same_policy_number, no_same_insured_name";"654";"Test A-3";"0";"0";"SimilarClaims";"1";"104";"1";"null";"1";"1";"";"null";""
"SimilarTexasCases";"624";"All";"1";"1";"0";"0";"adminmk";"";"";"similar_texascases, no_similar_cases, no_same_claim_number, no_same_policy_number, no_same_insured_name, no_same_insured_address, createdtime";"624";"All";"1";"0";"SimilarTexasCases";"0";"1";"1";"0";"0";"0";"";"";""
"SMSNotifier";"46";"All";"0";"0";"0";"null";"adminmk";"";"";"message, assigned_user_id, createdtime, modifiedtime, smsnotifier_status";"46";"All";"0";"0";"SMSNotifier";"0";"1";"0";"0";"null";"0";"null";"";""
"SQuoteEnquiries";"79";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, squoteenquiries_status, category, assigned_user_id, createdtime";"79";"All";"1";"0";"SQuoteEnquiries";"0";"1";"1";"0";"null";"0";"null";"";""
"SQuotes";"83";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, salesprocessid, squotes_status, category, assigned_user_id, createdtime";"83";"All";"1";"0";"SQuotes";"0";"1";"1";"0";"null";"0";"null";"";""
"SRecurringOrders";"85";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, salesprocessid, srecurringorders_status, category, assigned_user_id, createdtime";"85";"All";"1";"0";"SRecurringOrders";"0";"1";"1";"0";"null";"0";"null";"";""
"SRequirementsCards";"81";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, salesprocessid, srequirementscards_status, category, assigned_user_id, createdtime";"81";"All";"1";"0";"SRequirementsCards";"0";"1";"1";"0";"null";"0";"null";"";""
"SSalesProcesses";"80";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, ssalesprocesses_type, ssalesprocesses_source, ssalesprocesses_status, related_to, category, assigned_user_id, createdtime";"80";"All";"1";"0";"SSalesProcesses";"0";"1";"1";"0";"null";"0";"null";"";""
"SSingleOrders";"84";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, salesprocessid, ssingleorders_status, category, assigned_user_id, createdtime";"84";"All";"1";"0";"SSingleOrders";"0";"1";"1";"0";"null";"0";"null";"";""
"SVendorEnquiries";"110";"All";"1";"1";"0";"0";"adminmk";"";"";"subject, salesprocessid, svendorenquiries_status, category, assigned_user_id, createdtime";"110";"All";"1";"0";"SVendorEnquiries";"0";"1";"1";"0";"0";"0";"";"";""
"SystemParameters";"191";"All";"1";"1";"0";"0";"adminmk";"null";"";"parameter_id, parameter_value, modifiedtime";"191";"All";"1";"0";"SystemParameters";"0";"1";"1";"0";"0";"0";"";"null";""
"Tasks";"204";"All";"1";"1";"1";"0";"adminmk";"null";"";"createdtime, task_name, tasks_task_type, tasks_status, priority, due_date, note, case, assigned_user_id, created_user_id";"204";"All";"1";"1";"Tasks";"0";"1";"1";"0";"0";"0";"";"null";""
"Tasks";"247";"New tasks";"0";"1";"1";"1";"admindb";"null";""AND .tasks_status e 'New'"";"task_name, tasks_task_type, tasks_status, priority, due_date, note, case, assigned_user_id, createdtime, created_user_id";"247";"New tasks";"0";"1";"Tasks";"3";"5";"1";"null";"1";"1";"";"null";""
"Tasks";"269";"Peru Team";"0";"1";"1";"2";"admindb";"null";""AND .assigned_user_id e '20'"";"task_name, tasks_task_type, tasks_status, priority, due_date, note, case, assigned_user_id, createdtime, created_user_id";"269";"Peru Team";"0";"1";"Tasks";"3";"5";"1";"null";"2";"1";"";"null";""
"Tasks";"570";"My open tasks";"0";"1";"1";"4";"adminak";"null";""AND .tasks_status n 'Completed'", "AND": [ "OR .assigned_user_id om ''", "OR .assigned_user_id ogr ''" ], ";"createdtime, tasks_status, task_name, due_date, priority, case, insured, assigned_user_id";"570";"My open tasks";"0";"1";"Tasks";"3";"7";"1";"null";"4";"1";"";"null";""
"Tasks";"573";"RPA TEAM TEST";"0";"1";"1";"5";"Oliver";"null";"";"created_user_id, createdtime, insured, insured.zip, insured.number, task_name, tasks_task_type, tasks_status, priority, due_date, note, case, assigned_user_id";"573";"RPA TEAM TEST";"0";"1";"Tasks";"3";"87";"1";"null";"5";"1";"";"null";""
"Tasks";"584";"Task with provider information";"0";"1";"1";"6";"adminak";"null";""AND .task_name c 'CRN'", "AND .tasks_status e 'New'"";"task_name, case:provider.provider_name, case:provider.street, case:provider.city, case:provider.zip, case:provider.state, case:provider.email";"584";"Task with provider information";"0";"1";"Tasks";"3";"7";"1";"null";"6";"1";"";"null";""
"Tasks";"585";"yyy";"0";"1";"0";"7";"adminak";"null";"";"task_name, case.case_id, case.type_of_claim, case.insured, case.policy_number, insured.insured_name, insured.insured1_first_name";"585";"yyy";"0";"0";"Tasks";"1";"7";"1";"null";"7";"1";"";"null";""
"Testadv";"156";"All";"1";"1";"0";"0";"adminmk";"null";"";"test3, number, createdtime, assigned_user_id";"156";"All";"1";"0";"Testadv";"0";"1";"1";"0";"0";"0";"null";"null";""
"TexasCases";"625";"All";"1";"1";"1";"0";"adminmk";"{"createdtime":"DESC"}";"";"status_age, type_of_claim, case_id, insured, claim_number, policy_number, provider, court, insurance_company, total_bill_amount, adjusted_face_value, hurdle, purchase_price, total_collections, total_balance, case_manager, attorney, ho_law_firm, ho_attorney, stage, status, status_date, final_status, first_notice_of_loss, lock_automation, modifiedtime, createdtime";"625";"All";"1";"1";"TexasCases";"0";"1";"1";"0";"0";"0";"";"{"createdtime":"DESC"}";""
"TexasCases";"626";"Stage-Status";"0";"1";"0";"1";"adminmk";"";"";"ho_attorney, insurance_company, insurance_company_email, status_age, case_id, insured, claim_number, case_number, stage, status, status_date";"626";"Stage-Status";"0";"0";"TexasCases";"0";"1";"1";"0";"1";"1";"";"";""
"TexasCases";"627";"ll";"0";"1";"0";"2";"adminmk";"";"";"type_of_claim, status";"627";"ll";"0";"0";"TexasCases";"0";"1";"1";"0";"2";"1";"";"";""
"TexasCases";"628";"Custom1";"0";"1";"0";"3";"adminmk";"";"";"claim_number, case_id, court";"628";"Custom1";"0";"0";"TexasCases";"0";"1";"1";"0";"3";"1";"";"";""
"TexasCases";"629";"Settlement Search";"0";"1";"0";"4";"adminmk";"";"";"case_id, insured, claim_number, policy_number, provider, insurance_company, case_manager, stage, status, status_date, settlement_af, principal_amount_settled, settlement_amount";"629";"Settlement Search";"0";"0";"TexasCases";"0";"1";"1";"0";"4";"1";"";"";""
"TexasCases";"630";"Settlements";"0";"1";"1";"6";"adminmk";"";"";"case_id, insured, claim_number, policy_number, provider, insurance_company, case_manager, attorney, final_status, ls_current_status, stage, settlement_date, settlement_amount";"630";"Settlements";"0";"1";"TexasCases";"0";"1";"1";"0";"6";"1";"";"";""
"TexasCases";"631";"Test filter";"0";"1";"0";"7";"adminmk";"";""OR": [ "AND .provider e 'YOU RESTORATIONS LLC'", "AND .stage e 'Complaint'", "AND": [ "OR .type_of_claim e 'HO'", "OR .type_of_claim e 'AOB'" ],  ], , "OR": [ "AND .provider e '407 Restoration Inc'" ], ";"provider, provider.provider_abbreviation, case_id, case_number, insured, date_of_loss, stage, status";"631";"Test filter";"0";"0";"TexasCases";"0";"1";"1";"0";"7";"1";"";"";""
"TexasCases";"632";"With attorney";"0";"1";"0";"8";"adminmk";"";"";"attorney, case_id, insured, claim_number, policy_number, provider, insurance_company, case_manager, stage, status, status_date, final_status";"632";"With attorney";"0";"0";"TexasCases";"0";"1";"1";"0";"8";"1";"";"";""
"TexasCases";"633";"All test";"0";"1";"0";"9";"adminmk";"";""AND .type_of_claim e 'AOB'", "AND .ls_claim_balance h '8000'", "AND .ls_claim_balance m '30000'"";"type_of_claim, case_id, insured, claim_number, policy_number, provider, court, ls_portfolio_name, note, modifiedtime, insurance_company, case_manager, stage, status, status_date, final_status, first_notice_of_loss";"633";"All test";"0";"0";"TexasCases";"0";"1";"1";"0";"9";"1";"";"";""
"TexasCases";"634";"All2";"0";"1";"0";"10";"adminmk";"";"";"settlement_af, type_of_claim, case_id, createdtime, insured, claim_number, policy_number, provider, court, ls_portfolio_name, note, modifiedtime, insurance_company, case_manager, stage, status, status_date, final_status, first_notice_of_loss";"634";"All2";"0";"0";"TexasCases";"0";"1";"1";"0";"10";"1";"";"";""
"TexasCases";"635";"Open TexasCases by Attorney and Stage";"0";"1";"1";"5";"adminmk";"";""AND .final_status e 'OPEN'"";"case_id, insured, claim_number, policy_number, provider, insurance_company, case_manager, attorney, final_status, ls_current_status, stage";"635";"Open TexasCases by Attorney and Stage";"0";"1";"TexasCases";"0";"1";"1";"0";"5";"1";"";"";""
"TexasCases";"636";"Open TexasCases";"0";"1";"1";"41";"adminmk";"";""AND .final_status e 'OPEN'"";"status_age, type_of_claim, case_id, insured, claim_number, policy_number, provider, court, insurance_company, total_bill_amount, adjusted_face_value, hurdle, purchase_price, total_collections, total_balance, case_manager, attorney, ho_law_firm, ho_attorney, stage, status, status_date, final_status, first_notice_of_loss, lock_automation, modifiedtime";"636";"Open TexasCases";"0";"1";"TexasCases";"0";"1";"1";"0";"41";"1";"";"";""
"TexasCases";"637";"New open TexasCases entered (today+yesterday)";"0";"1";"1";"40";"adminmk";"";""AND .final_status e 'OPEN'", "AND": [ "OR .createdtime previousworkingday ''", "OR .createdtime today ''" ], ";"case_id, insured, type_of_claim, claim_number, policy_number, provider, insurance_company, ls_current_status, case_manager, stage, status, status_date, final_status";"637";"New open TexasCases entered (today+yesterday)";"0";"1";"TexasCases";"0";"1";"1";"0";"40";"1";"";"";""
"TexasCases";"638";"All - empty Similar TexasCases";"0";"1";"0";"42";"adminmk";"";""AND .similar_TexasCases y ''", "AND .lock_automation e '0'"";"case_id";"638";"All - empty Similar TexasCases";"0";"0";"TexasCases";"0";"1";"1";"0";"42";"1";"";"";""
"TexasCases";"639";"last created";"0";"1";"0";"43";"adminmk";"";""AND .provider c 'asdf'"";"createdtime, case_id, claim_number";"639";"last created";"0";"0";"TexasCases";"0";"1";"1";"0";"43";"1";"";"";""
"TexasCases";"640";"View Related Fields";"0";"1";"0";"44";"adminmk";"";"";"case_id, insured, insureds_address, insureds_email";"640";"View Related Fields";"0";"0";"TexasCases";"0";"1";"1";"0";"44";"1";"";"";""
"TexasCases";"641";"DEB";"0";"1";"0";"46";"adminmk";"";"";"case_id, type_of_claim, claim_number, case_number, provider, judge, assigned_user_id, insurance_company, attorney";"641";"DEB";"0";"0";"TexasCases";"0";"1";"1";"0";"46";"1";"";"";""
"TexasCases";"642";"Settlements - Test";"0";"1";"0";"47";"adminmk";"";"";"attorney_fees_demand_letter, attorney, case_id, insured, claim_number, policy_number, provider, insurance_company, case_manager, final_status, ls_current_status, settlement_amount";"642";"Settlements - Test";"0";"0";"TexasCases";"0";"1";"1";"0";"47";"1";"";"";""
"TexasCases";"643";"All - Insurednoemail";"0";"1";"1";"48";"adminmk";"";""AND insured.e_mail c 'shantanu'"";"insured, insured.e_mail, status_age, type_of_claim, case_id, claim_number, policy_number, provider, court, insurance_company, total_bill_amount, adjusted_face_value, hurdle, purchase_price, total_collections, total_balance, case_manager, attorney, ho_law_firm, ho_attorney, stage, status, status_date, final_status, first_notice_of_loss, lock_automation, modifiedtime, createdtime";"643";"All - Insurednoemail";"0";"1";"TexasCases";"0";"1";"1";"0";"48";"1";"";"";""
"TexasCases";"644";"Case Manager - My Open TexasCases";"0";"1";"1";"49";"adminmk";"";""AND .final_status e 'OPEN'", "AND .case_manager om ''"";"status_age, type_of_claim, case_id, insured, claim_number, policy_number, provider, court, insurance_company, total_bill_amount, adjusted_face_value, hurdle, purchase_price, total_collections, total_balance, case_manager, attorney, ho_law_firm, ho_attorney, stage, status, status_date, final_status, first_notice_of_loss, lock_automation, modifiedtime";"644";"Case Manager - My Open TexasCases";"0";"1";"TexasCases";"0";"1";"1";"0";"49";"1";"";"";""
"TexasCases";"645";"All for Provider 1, Provider 2";"0";"1";"1";"50";"adminmk";"";""OR .provider e 'Provider 1'", "OR .provider e 'Provider 2'", "OR .provider_2 e 'Provider 1'", "OR .provider_2 e 'Provider 2'", "OR .provider_3 e 'Provider 1'", "OR .provider_3 e 'Provider 2'", "OR .provider_4 e 'Provider 1'", "OR .provider_4 e 'Provider 2'", "OR .provider_5 e 'Provider 1'", "OR .provider_5 e 'Provider 2'", "OR .providers c 'Provider 1'", "OR .providers c 'Provider 2'"";"status_age, type_of_claim, case_id, insured, claim_number, policy_number, provider, court, insurance_company, total_bill_amount, adjusted_face_value, hurdle, purchase_price, total_collections, total_balance, case_manager, attorney, ho_law_firm, ho_attorney, stage, status, status_date, final_status, first_notice_of_loss, lock_automation, modifiedtime, createdtime";"645";"All for Provider 1, Provider 2";"0";"1";"TexasCases";"0";"1";"1";"0";"50";"1";"";"";""
"TexasCases";"646";"Active Litigation";"0";"1";"1";"51";"adminmk";"";""AND .claim_number ny ''", "AND .final_status e 'OPEN'", "AND .settlement_status y ''", "AND .status k 'FIGA'", "AND .status k 'Paid'", "AND .status k 'settled'"";"case_id, type_of_claim, provider, insured, insurance_company, case_number, final_status, attorney, case_manager, opposing_counsel, status, court, case_age";"646";"Active Litigation";"0";"1";"TexasCases";"0";"1";"1";"0";"51";"1";"";"";""
"TexasCases";"647";"All - 10 day";"0";"1";"1";"52";"adminmk";"";""AND .10_day_demand_sent ny ''"";"10_day_demand_sent, status_age, type_of_claim, case_id, insured, claim_number, policy_number, provider, court, insurance_company, total_bill_amount, adjusted_face_value, hurdle, purchase_price, total_collections, total_balance, case_manager, attorney, ho_law_firm, ho_attorney, stage, status, status_date, final_status, first_notice_of_loss, lock_automation, modifiedtime, createdtime";"647";"All - 10 day";"0";"1";"TexasCases";"0";"1";"1";"0";"52";"1";"";"";""
"TexasCases";"648";"Aga";"0";"1";"0";"53";"adminmk";"";"";"case_id, type_of_claim, claim_number, case_number";"648";"Aga";"0";"0";"TexasCases";"0";"1";"1";"0";"53";"1";"";"";""
